date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:41:01	419/419	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2012%20Jul%202021%2004:00:05%20GMT	https://cooperativapetroecuador.com/portal/wp-content/plugins/whatsapp-for-wordpress/assets/js/whatsapp-popup.js?ver=5.9	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/plugins/whatsapp-for-wordpress/assets/js/whatsapp-popup271b.js	(from https://cooperativapetroecuador.com/portal/)
10:41:01	115196/115196	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2011%20Jul%202021%2023:31:48%20GMT	https://cooperativapetroecuador.com/portal/wp-content/plugins/brave-popup-builder/assets/frontend/brave.js?ver=5.9	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/plugins/brave-popup-builder/assets/frontend/brave271b.js	(from https://cooperativapetroecuador.com/portal/)
10:41:02	5589/5589	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2011%20Jul%202021%2023:34:04%20GMT	https://cooperativapetroecuador.com/portal/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.3.0	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min9b70.js	(from https://cooperativapetroecuador.com/portal/)
10:41:02	4769/4769	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2020%20Jul%202021%2023:43:42%20GMT	https://cooperativapetroecuador.com/portal/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.3.1	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/plugins/elementor/assets/js/webpack.runtime.min3d36.js	(from https://cooperativapetroecuador.com/portal/)
10:41:02	64914/64914	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2020%20Jul%202021%2023:43:42%20GMT	https://cooperativapetroecuador.com/portal/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.3.1	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/plugins/elementor/assets/js/frontend-modules.min3d36.js	(from https://cooperativapetroecuador.com/portal/)
10:41:02	97748/97748	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2011%20Jul%202021%2023:34:04%20GMT	https://cooperativapetroecuador.com/portal/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.3.0	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/plugins/elementor-pro/assets/js/frontend.min9b70.js	(from https://cooperativapetroecuador.com/portal/)
10:41:03	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2020%20Jul%202021%2023:43:42%20GMT	https://cooperativapetroecuador.com/portal/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://cooperativapetroecuador.com/portal/)
10:41:03	20674/20674	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Feb%202022%2014:26:04%20GMT	https://cooperativapetroecuador.com/portal/wp-includes/js/jquery/ui/core.min.js?ver=1.13.0	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-includes/js/jquery/ui/core.min1dd9.js	(from https://cooperativapetroecuador.com/portal/)
10:41:03	139153/139153	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2020%20Jul%202021%2023:43:42%20GMT	https://cooperativapetroecuador.com/portal/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://cooperativapetroecuador.com/portal/)
10:41:03	2578/2578	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2020%20Jul%202021%2023:43:42%20GMT	https://cooperativapetroecuador.com/portal/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.3.1	C:/My%20Web%20Sites/Coop/cooperativapetroecuador.com/portal/wp-content/plugins/elementor/assets/lib/share-link/share-link.min3d36.js	(from https://cooperativapetroecuador.com/portal/)
